"","PopNumber","PopName","Year","ML","ShelfNumber","ShelfPlacement","CorollaWidth","CorollaLength","Stress","measurementWave","Nectar","ID","ASD","cw_adj","cl_adj","asd_adj","brix_adj","normCW","normCL","normASD","normBrix","facYear","PopulationName","State","FieldType","Lat","Long","NumberIndsED50"
"42","1","Billings",2012,"32",7,11,40.49,44.52,0,1,NA,"7.11",1.72,0.874769988354126,0.880663614076505,-2.48258899676376,NA,-0.338489723126914,-0.872140395864634,0.952571594963022,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"43","1","Billings",2012,"32",5,2,42.87,54.71,0,1,6.2,"5.2",-2.28,0.926188920739476,1.08223509268027,3.29087378640777,1.92294069784138,-0.016321410320491,0.627181921940294,-0.659279982801895,1.21657638514969,"2012","billings","TN","Corn",35.775237,-85.903419,62
"44","1","Billings",2003,"3",15,4,51.39,46.88,0,2,1.2,"15.4",-1.65,1.11469650224145,0.930976722282938,3.07349972472014,0.402065327197216,0.735870525024098,0.0190288468866693,-0.348556881663957,-0.84701829412646,"2003","billings","TN","Corn",35.775237,-85.903419,62
"45","1","Billings",2012,"32",7,11,NA,NA,0,2,1,"7.11",NA,NA,NA,NA,0.310151725458287,NA,NA,NA,-1.26244105678619,"2012","billings","TN","Corn",35.775237,-85.903419,62
"46","1","Billings",2003,"5",3,7,52.3,55.36,0,1,2.6,"3.7",-1.01,1.13443524162732,1.09937865498258,1.8813543769499,0.871141542260635,0.866974810973513,0.491719470487909,-0.115503587606895,0.00209935520592276,"2003","billings","TN","Corn",35.775237,-85.903419,62
"47","1","Billings",2003,"5",8,1,NA,NA,0,2,6,"8.1",NA,NA,NA,NA,2.01032663598608,NA,NA,NA,1.38573071460501,"2003","billings","TN","Corn",35.775237,-85.903419,62
"48","1","Billings",2003,"8",9,15,41.93,48.08,0,1,NA,"9.15",-7.42,0.909500376318042,0.954807184457416,13.8214351257111,NA,-0.597287393113708,0.117735047481895,-2.43776628873032,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"49","1","Billings",2003,"8",16,17,48.84,54.13,0,2,0,"16.17",-3.78,1.05938465011622,1.07495243125374,7.04110846026794,0,0.371065466498166,0.447955520421815,-1.32385838269488,-2.19066958102797,"2003","billings","TN","Corn",35.775237,-85.903419,62
"50","1","Billings",2012,"18",8,4,37.46,35.54,0,1,NA,"8.4",-1.93,0.809308070233281,0.703027512225494,2.78569579288026,NA,-0.948821536354369,-2.34351191733648,-0.50387420846303,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"51","1","Billings",2012,"18",2,6,35.06,49.64,0,1,NA,"2.6",1.82,0.757457045979147,0.981943885955923,-2.62692556634304,NA,-1.68400043257628,-0.0995220987422012,0.997780825093264,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"52","1","Billings",2003,"8",5,14,NA,NA,0,2,0,"5.14",NA,NA,NA,NA,0,NA,NA,NA,-2.19066958102797,"2003","billings","TN","Corn",35.775237,-85.903419,62
"53","1","Billings",2003,"8",5,14,53.45,48.39,0,1,NA,"5.14",2.32,1.15937980238968,0.960963387185822,-4.3215268856671,NA,1.03333126070322,0.140952893035271,1.08966198194611,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"54","1","Billings",2003,"5",2,8,49.42,59.76,0,1,2,"2.8",2.08,1.07196538510941,1.186757016289,-3.87447238025325,0.670108878662027,0.453702196143442,0.609267580463053,1.0214088896665,-0.311469289368747,"2003","billings","TN","Corn",35.775237,-85.903419,62
"55","1","Billings",2003,"8",9,15,37.26,35.21,0,1,NA,"9.15",-2.45,0.808203768700459,0.69922547763614,4.56368140943292,NA,-1.23355910171777,-2.56043406802311,-0.691380006533952,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"56","1","Billings",2012,"18",2,6,45.74,45.71,0,1,NA,"2.6",1.06,0.988194103910045,0.904203364767229,-1.52996763754046,NA,0.255664091305496,-0.688761864330196,0.66862155228163,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"57","1","Billings",2003,"3",10,1,43.11,53.56,0,2,1.9,"10.1",-5.58,0.935095664752463,1.06363296172086,10.3940172508717,0.636603434728926,-0.434114564499418,0.425608925018665,-1.9522955973557,-0.423827265106964,"2003","billings","TN","Corn",35.775237,-85.903419,62
"58","1","Billings",2003,"3",15,4,37.15,50.5,1,1,NA,"15.4",-4.09,0.805817767236233,1.00286528317595,7.61855386309415,NA,-1.24835591010656,0.277970951367882,-1.45329734157203,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"59","1","Billings",2003,"3",16,11,38.88,47.89,0,2,1.1,"16.11",-3.8,0.843343062991783,0.951034027946457,7.07836300238576,0.368559883264115,-1.01460695014097,0.103064049861854,-1.34389625381825,-0.977527222045102,"2003","billings","TN","Corn",35.775237,-85.903419,62
"60","1","Billings",2003,"5",8,1,NA,NA,0,2,0.5,"8.1",NA,NA,NA,NA,0.167527219665507,NA,NA,NA,-1.60325792343903,"2003","billings","TN","Corn",35.775237,-85.903419,62
"61","1","Billings",2012,"32",9,10,NA,NA,0,2,6,"9.10",NA,NA,NA,NA,1.86091035274972,NA,NA,NA,1.16166794702686,"2012","billings","TN","Corn",35.775237,-85.903419,62
"62","1","Billings",2012,"32",14,18,32.95,42.61,0,1,NA,"14.18",-1.94,0.711871353822387,0.842881325152738,2.80012944983818,NA,-2.62317710916147,-1.17167235484955,-0.510265497930173,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"63","1","Billings",2012,"32",9,10,41.92,52.76,0,1,NA,"9.10",0.00999999999999801,0.905664556972214,1.04366155163244,-0.0144336569579259,NA,-0.132182861395525,0.351837408790621,0.242142617998717,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"64","1","Billings",2003,"3",2,7,30.57,62.26,0,1,NA,"2.7",1.33000000000001,0.663091497830731,1.23640381248583,-2.47742705083503,NA,-2.11617225124543,0.656309493771031,0.720423365937408,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"65","1","Billings",2003,"5",8,1,52.16,58.11,0,1,NA,"8.1",-1.02,1.13139851249103,1.15399013079909,1.89998164800881,NA,0.846773995358201,0.571243781138682,-0.127943406021527,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"66","1","Billings",2012,"18",8,4,50.96,60.84,0,1,2,"8.4",-1.25,1.10097008166279,1.20349448069215,1.8042071197411,0.620303450916575,0.555542920111614,1.4622002519653,-0.201817000248815,-0.437102468686399,"2012","billings","TN","Corn",35.775237,-85.903419,62
"67","1","Billings",2003,"5",8,1,52.22,59.81,0,1,NA,"8.1",-1.76,1.13269996783516,1.18774995221294,3.27839970636814,NA,0.855430116552905,0.610325057668697,-0.408254243963935,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"68","1","Billings",2003,"3",10,1,NA,NA,0,2,4.2,"10.1",NA,NA,NA,NA,1.40722864519026,NA,NA,NA,0.776953967017535,"2003","billings","TN","Corn",35.775237,-85.903419,62
"69","1","Billings",2003,"8",19,18,34.33,40.99,0,2,0.4,"19.18",0.34,0.744649366062446,0.814008870443208,-0.633327216002936,0.134021775732405,-1.62453792038725,-0.767549328755909,0.262282765391622,-1.70188344674153,"2003","billings","TN","Corn",35.775237,-85.903419,62
"70","1","Billings",2012,"32",14,18,40.27,50.96,0,2,2.1,"14.18",0.650000000000006,0.870016977797497,1.00805520604984,-0.93818770226538,0.651318623462404,-0.374150395559677,0.0931202890759998,0.455527974233541,-0.294313289581477,"2012","billings","TN","Corn",35.775237,-85.903419,62
"71","1","Billings",2012,"32",14,18,44.68,47.01,0,2,1.1,"14.18",2.99,0.965293234864469,0.929919058799113,-4.31566343042071,0.341166898004116,0.166993226096883,-0.49114005181505,1.6587809509522,-1.12086418255339,"2012","billings","TN","Corn",35.775237,-85.903419,62
"72","1","Billings",2003,"8",19,18,34.28,39.58,0,2,0.4,"19.18",-4.4,0.743564819942344,0.786008077388197,8.19599926592035,0.134021775732405,-1.63115181021025,-1.07193278850037,-1.56927203790399,-1.70188344674153,"2003","billings","TN","Corn",35.775237,-85.903419,62
"73","1","Billings",2012,"32",9,10,NA,NA,0,2,3.4,"9.10",NA,NA,NA,NA,1.05451586655818,NA,NA,NA,0.392830813649729,"2012","billings","TN","Corn",35.775237,-85.903419,62
"74","1","Billings",2012,"18",12,17,38.9,43.48,0,1,NA,"12.17",-1.68,0.840418684785762,0.860091058850998,2.42485436893204,NA,-0.62411636827695,-1.03442119985348,-0.406188795054181,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"75","1","Billings",2003,"8",5,14,48.63,47.12,0,1,NA,"5.14",1.73,1.05482955641179,0.935742814717833,-3.22251789319142,NA,0.341195152807538,0.03996300583739,0.912989721392641,NA,"2003","billings","TN","Corn",35.775237,-85.903419,62
"76","1","Billings",2003,"3",16,11,46.83,44.44,0,2,2.3,"16.11",-17.84,1.0157858960881,0.882521449194832,33.2310515690952,0.770625210461331,0.0862672438549416,-0.23440942072715,-2.81182639039771,-0.11995018056019,"2003","billings","TN","Corn",35.775237,-85.903419,62
"77","1","Billings",2003,"5",2,8,49.7,45.97,0,2,2,"2.8",0.729999999999997,1.07803884338199,0.912905288467292,-1.35979078730042,0.670108878662027,0.493667776101726,-0.0663499379660116,0.388203621931395,-0.311469289368747,"2003","billings","TN","Corn",35.775237,-85.903419,62
"78","1","Billings",2012,"18",12,17,48.78,44.83,0,1,NA,"12.17",-0.879999999999999,1.05387206796528,0.886795818037954,1.27016181229773,NA,0.452841774106398,-0.8241358203526,-0.0731282823124003,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"79","1","Billings",2012,"32",7,11,NA,NA,0,2,2,"7.11",NA,NA,NA,NA,0.620303450916575,NA,NA,NA,-0.437102468686399,"2012","billings","TN","Corn",35.775237,-85.903419,62
"80","1","Billings",2012,"18",12,17,NA,NA,0,2,1,"12.17",NA,NA,NA,NA,0.310151725458287,NA,NA,NA,-1.26244105678619,"2012","billings","TN","Corn",35.775237,-85.903419,62
"81","1","Billings",2003,"3",15,4,32.68,47.69,0,2,1.4,"15.4",3.02,0.708859344099061,0.94706228425071,-5.62543585979079,0.469076215063419,-1.84173023706914,0.0872467982217988,1.39650798960251,-0.681093396328334,"2003","billings","TN","Corn",35.775237,-85.903419,62
"82","1","Billings",2003,"5",8,1,NA,NA,0,2,1,"8.1",NA,NA,NA,NA,0.335054439331014,NA,NA,NA,-1.15136710817293,"2003","billings","TN","Corn",35.775237,-85.903419,62
"83","1","Billings",2012,"32",9,10,NA,NA,0,2,3.2,"9.10",NA,NA,NA,NA,0.99248552146652,NA,NA,NA,0.328830311646456,"2012","billings","TN","Corn",35.775237,-85.903419,62
"84","1","Billings",2012,"18",12,17,NA,NA,0,2,2,"12.17",NA,NA,NA,NA,0.620303450916575,NA,NA,NA,-0.437102468686399,"2012","billings","TN","Corn",35.775237,-85.903419,62
"85","1","Billings",2012,"18",2,6,NA,NA,0,2,2.1,"2.6",NA,NA,NA,NA,0.651318623462404,NA,NA,NA,-0.294313289581477,"2012","billings","TN","Corn",35.775237,-85.903419,62
"86","1","Billings",2012,"18",19,8,51.23,41.99,0,2,2.1,"19.8",-1.6,1.10680332189138,0.830616917229839,2.30938511326861,0.651318623462404,0.566535545635438,-1.27034050556656,-0.357819594511198,-0.294313289581477,"2012","billings","TN","Corn",35.775237,-85.903419,62
"87","1","Billings",2012,"32",5,2,53.95,59.75,0,2,NA,"5.2",-1.8,1.16556781604606,1.18193286031157,2.59805825242719,NA,0.660403887497046,1.31690786769906,-0.461771568051989,NA,"2012","billings","TN","Corn",35.775237,-85.903419,62
"88","1","Billings",2012,"18",12,17,NA,NA,0,2,1.3,"12.17",NA,NA,NA,NA,0.403197243095774,NA,NA,NA,-0.892894672727648,"2012","billings","TN","Corn",35.775237,-85.903419,62
"89","10","DuplinWest",2003,"22",16,1,65.77,50.44,0,2,5.8,"16.1",-1.73,1.42661196638296,1.00167376006722,3.22251789319141,1.94331574811988,2.85972570005498,0.274528222621235,-0.388203621931395,1.27869345574187,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"90","10","DuplinWest",2012,"22",12,3,50.68,48.69,0,2,3.8,"12.3",2.66,1.09492079549981,0.963151648009547,-3.83935275080906,1.17857655674149,0.54377524911655,-0.239756065166555,1.38543569551054,0.4844219837683,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"91","10","DuplinWest",2016,"3",19,19,41.84,44.31,0,2,2,"19.19",-2.77,0.89447589105073,0.876978236543424,2.82328785334797,0.64858122856252,-0.687912370419785,-0.764795319737923,-0.797568782354422,-0.224825041264407,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"92","10","DuplinWest",2003,"22",19,17,53.94,56.01,0,1,2.3,"19.17",-0.75,1.17000835436669,1.11228682199376,1.39704532941824,0.770625210461331,1.10443970549741,0.512626010643095,-0.00823204133191793,-0.11995018056019,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"93","10","DuplinWest",2012,"36",4,14,45.83,47.88,0,2,NA,"4.14",-1.32,0.990138517319575,0.947128792497373,1.9052427184466,NA,0.262647968397708,-0.360408276845071,-0.226737580936197,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"94","10","DuplinWest",2003,"12",5,22,NA,NA,0,2,5.2,"5.22",NA,NA,NA,NA,1.74228308452127,NA,NA,NA,1.11155005209208,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"95","10","DuplinWest",2012,"32",19,14,47.95,48.75,0,1,0.9,"19.14",-1.68,1.03594025541073,0.964338526195634,2.42485436893204,0.279136552912459,0.406146723998882,-0.230858929801738,-0.406188795054181,-1.40860967213948,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"96","10","DuplinWest",2016,"6",11,14,60.16,50.89,0,1,NA,"11.14",1.13,1.28612977068862,1.0072088119543,-1.15173836616722,NA,1.86528188450949,0.0448153683430369,0.839896922012026,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"97","10","DuplinWest",2016,"13",3,23,NA,NA,0,1,5,"3.23",NA,NA,NA,NA,1.6214530714063,NA,NA,NA,0.896113200236881,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"98","10","DuplinWest",2012,"18",16,12,52.44,44.9,0,2,5,"16.12",2.66,1.13294487995284,0.888180509255056,-3.83935275080906,1.55075862729144,0.611840739123346,-0.813319070060294,1.38543569551054,0.836670549241373,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"99","10","DuplinWest",2003,"15",8,6,33.18,29.28,0,1,NA,"8.6",-5.19,0.719704805300087,0.581463277057261,9.66755367957423,NA,-1.77614858783998,-7.51449276042696,-1.82950840657947,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"100","10","DuplinWest",2012,"18",15,18,NA,NA,0,2,2.9,"15.18",NA,NA,NA,NA,0.899440003829034,NA,NA,NA,0.112415675117891,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"101","10","DuplinWest",2003,"15",14,6,46.09,56.85,0,1,0.7,"14.6",0.850000000000001,0.999734613510579,1.12896814551589,-1.58331804000734,0.234538107531709,-0.0179544144614313,0.537611429508518,0.457986370645599,-1.51814351057054,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"102","10","DuplinWest",2003,"14",10,24,46.72,43.44,0,1,NA,"10.24",1.17,1.01339989462387,0.862662730716101,-2.17939071389246,NA,0.0707531450033213,-0.364022652040587,0.627429602540176,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"103","10","DuplinWest",2003,"2",12,4,48.75,52.59,0,2,3,"12.4",-3.98,1.05743246710004,1.0443700047965,7.41365388144614,1.00516331799304,0.358260644456017,0.384198167377214,-1.41867622446272,0.173006184801235,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"104","10","DuplinWest",2003,"20",11,12,47.74,59.77,0,2,3.2,"11.12",-3.73,1.03552463547396,1.18695560347379,6.94797210497338,1.07217420585924,0.214898977480997,0.609479502174981,-1.3140358078594,0.338026280085904,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"105","10","DuplinWest",2003,"22",19,17,42.51,41.04,0,2,1,"19.17",-1.16,0.922081111311232,0.815001806367145,2.16076344283355,0.335054439331014,-0.517200833215637,-0.757852852158732,-0.175830726553746,-1.15136710817293,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"106","10","DuplinWest",2012,"36",4,9,NA,NA,0,2,11,"4.9",NA,NA,NA,NA,3.41166898004116,NA,NA,NA,2.46012433756,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"107","10","DuplinWest",2003,"15",6,4,42.14,49.09,1,1,NA,"6.4",0.699999999999999,0.914055470022473,0.974864490120935,-1.30390897412369,NA,-0.568316824307266,0.190280269074235,0.357317862963457,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"108","10","DuplinWest",2003,"15",6,4,52.16,45.27,0,2,3.2,"6.4",-2.06,1.13139851249103,0.89900418553218,3.83721783813544,1.07217420585924,0.846773995358201,-0.139112528063826,-0.532446080296739,0.338026280085904,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"109","10","DuplinWest",2003,"14",13,14,NA,NA,0,2,2.3,"13.14",NA,NA,NA,NA,0.770625210461331,NA,NA,NA,-0.11995018056019,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
